FileName,FuncName and Var Id,M2R,Dual,M2R \ Dual,Dual\M2R,Comments
options.c,set_lzma-0,"set(['11', '8', '22'])","set(['11', '8'])",set(['22']),set([]),subset
options.c,parse_options-1,"set(['41', '40', '4', '35', '23'])",set(['23']),"set(['35', '4', '40', '41'])",set([]),subset
lz_encoder.c,lz_encode-1,"set(['1', '19', '12', '22', '16'])","set(['19', '12', '22', '16'])",set(['1']),set([]),subset
lz_encoder.c,lz_encode-0,"set(['1', '19', '12', '22', '16'])","set(['19', '12', '22', '16'])",set(['1']),set([]),subset
lz_encoder.c,lz_encoder_prepare-0,"set(['42', '40', '41'])","set(['42', '40', '41'])",set([]),set([]),subset
lz_encoder.c,lz_encoder_prepare-1,"set(['24', '25', '26', '42', '30', '28', '40', '41'])","set(['24', '25', '26', '30', '28'])","set(['42', '40', '41'])",set([]),subset
lz_encoder.c,lz_encoder_prepare-2,"set(['42', '40', '41'])","set(['40', '41'])",set(['42']),set([]),subset
lz_encoder.c,lz_encoder_prepare-3,"set(['42', '6'])",set(['6']),set(['42']),set([]),subset
lz_encoder.c,fill_window-0,"set(['12', '7'])","set(['12', '7'])",set([]),set([]),subset
lz_encoder.c,lz_encoder_init-0,"set(['15', '16'])","set(['15', '16'])",set([]),set([]),subset
lz_encoder.c,lz_encoder_init-1,"set(['15', '16'])",set(['15']),set(['16']),set([]),subset
lz_encoder.c,lz_encoder_update-1,"set(['10', '6'])","set(['10', '6'])",set([]),set([]),subset
lz_encoder.c,lz_encoder_update-0,"set(['10', '6'])",set(['10']),set(['6']),set([]),subset
lz_encoder.c,lzma_lz_encoder_memusage-0,set(['3']),set(['3']),set([]),set([]),subset
lz_encoder.c,lzma_lz_encoder_memusage-1,set(['3']),set(['3']),set([]),set([]),subset
lz_encoder.c,lzma_lz_encoder_init-0,"set(['8', '17', '16'])","set(['17', '16'])",set(['8']),set([]),subset
lz_encoder.c,lzma_lz_encoder_init-1,"set(['8', '17', '16'])","set(['8', '16'])",set(['17']),set([]),subset
lz_encoder.c,lzma_mf_is_supported-0,"set(['8', '2', '4', '10', '6'])","set(['8', '2', '4', '10', '6'])",set([]),set([]),subset
block_util.c,lzma_block_compressed_size-1,"set(['9', '8', '10'])","set(['9', '8'])",set(['10']),set([]),subset
block_util.c,lzma_block_compressed_size-0,"set(['9', '8', '10'])","set(['9', '8', '10'])",set([]),set([]),subset
block_util.c,lzma_block_total_size-0,set(['2']),set(['2']),set([]),set([]),subset
block_util.c,lzma_block_unpadded_size-1,"set(['15', '16'])",set(['15']),set(['16']),set([]),subset
block_util.c,lzma_block_unpadded_size-0,"set(['15', '16'])","set(['15', '16'])",set([]),set([]),subset
lzma2_decoder.c,lzma_lzma2_props_decode-1,"set(['13', '12'])",set(['12']),set(['13']),set([]),subset
lzma2_decoder.c,lzma2_decoder_init-0,set(['7']),set(['7']),set([]),set([]),subset
lzma2_decoder.c,dict_write-0,set(['2']),set(['2']),set([]),set([]),subset
lzma2_decoder.c,lzma_lzma2_props_decode-0,"set(['13', '12'])","set(['13', '12'])",set([]),set([]),subset
lzma2_decoder.c,lzma2_decode-0,"set(['1', '44', '51', '29', '49'])","set(['44', '51', '29', '49'])",set(['1']),set([]),subset
lzma2_decoder.c,lzma2_decode-1,"set(['1', '44', '51', '29', '49'])","set(['44', '51', '29', '49'])",set(['1']),set([]),subset
block_buffer_decoder.c,lzma_block_buffer_decode-1,"set(['19', '18', '20', '17', '16'])","set(['19', '18', '17', '16'])",set(['20']),set([]),subset
block_buffer_decoder.c,lzma_block_buffer_decode-0,set(['20']),set(['20']),set([]),set([]),subset
stream_flags_common.c,lzma_stream_flags_compare-0,set(['17']),set(['17']),set([]),set([]),subset
vli_encoder.c,lzma_vli_encode-1,"set(['11', '16'])","set(['11', '16'])",set([]),set([]),subset
vli_encoder.c,lzma_vli_encode-0,set(['16']),set(['16']),set([]),set([]),subset
vli_encoder.c,lzma_vli_encode-3,set(['16']),set(['16']),set([]),set([]),subset
vli_encoder.c,lzma_vli_encode-2,"set(['7', '16'])","set(['7', '16'])",set([]),set([]),subset
filter_decoder.c,decoder_find-2,set(['1']),set(['1']),set([]),set([]),subset
filter_decoder.c,decoder_find-1,set(['7']),set(['7']),set([]),set([]),subset
filter_decoder.c,decoder_find-0,"set(['9', '7'])",set(['9']),set(['7']),set([]),subset
filter_decoder.c,lzma_properties_decode-0,set(['5']),set(['5']),set([]),set([]),subset
filter_decoder.c,lzma_properties_decode-1,set(['5']),set(['5']),set([]),set([]),subset
filter_decoder.c,lzma_raw_decoder-1,"set(['10', '13', '5', '14'])","set(['10', '13', '5', '14'])",set([]),set([]),subset
filter_decoder.c,lzma_raw_decoder-0,"set(['10', '13', '5', '14'])","set(['10', '13', '14'])",set(['5']),set([]),subset
lzma_encoder_optimum_normal.c,helper2-8,"set(['93', '137', '136', '190'])",{},"set(['93', '137', '136', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-9,"set(['93', '137', '136', '190'])",{},"set(['93', '137', '136', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,get_pure_rep_price-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,get_pos_slot_2-0,set(['5']),set(['5']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,rc_bittree_price-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper1-10,"set(['23', '88', '52', '62', '89', '73', '9', '80', '86', '87', '84', '85'])","set(['23', '88', '52', '62', '89', '73', '80', '86', '87', '84', '85'])",set(['9']),set([]),subset
lzma_encoder_optimum_normal.c,rc_bittree_price-1,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,backward-2,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,backward-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,backward-1,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,lzma_lzma_optimum_normal-0,"set(['11', '20', '21'])",set(['11']),"set(['20', '21'])",set([]),subset
lzma_encoder_optimum_normal.c,lzma_lzma_optimum_normal-1,"set(['11', '20', '21'])","set(['11', '20'])",set(['21']),set([]),subset
lzma_encoder_optimum_normal.c,lzma_lzma_optimum_normal-2,"set(['20', '21'])","set(['20', '21'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,get_literal_price-2,"set(['3', '6'])","set(['3', '6'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,get_literal_price-3,"set(['3', '6'])","set(['3', '6'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,get_literal_price-0,"set(['3', '6'])",set(['3']),set(['6']),set([]),subset
lzma_encoder_optimum_normal.c,get_literal_price-1,"set(['3', '6'])","set(['3', '6'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-23,"set(['57', '63', '62'])","set(['57', '63', '62'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-22,"set(['91', '92', '190'])",{},"set(['91', '92', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-21,"set(['114', '93', '137', '190'])","set(['114', '93', '137'])",set(['190']),set([]),subset
lzma_encoder_optimum_normal.c,helper2-20,"set(['93', '190'])",set(['93']),set(['190']),set([]),subset
lzma_encoder_optimum_normal.c,helper2-25,"set(['153', '190', '183', '181', '137', '184', '93', '189'])","set(['153', '190', '183', '181', '137', '184', '189'])",set(['93']),set([]),subset
lzma_encoder_optimum_normal.c,helper2-24,"set(['92', '74', '190'])",set(['74']),"set(['92', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,fill_distances_prices-6,"set(['1', '9'])",set(['9']),set(['1']),set([]),subset
lzma_encoder_optimum_normal.c,fill_align_prices-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,fill_distances_prices-4,"set(['1', '14'])",set(['14']),set(['1']),set([]),subset
lzma_encoder_optimum_normal.c,fill_distances_prices-3,"set(['1', '21'])",set(['21']),set(['1']),set([]),subset
lzma_encoder_optimum_normal.c,fill_distances_prices-2,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,fill_distances_prices-1,set(['21']),set(['21']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,fill_distances_prices-0,"set(['24', '21'])",set(['24']),set(['21']),set([]),subset
lzma_encoder_optimum_normal.c,helper1-3,"set(['52', '88', '89', '86', '87', '85'])",set(['52']),"set(['88', '89', '86', '87', '85'])",set([]),subset
lzma_encoder_optimum_normal.c,helper1-2,"set(['57', '88', '52', '62', '89', '86', '87', '85'])","set(['57', '62'])","set(['52', '88', '89', '86', '87', '85'])",set([]),subset
lzma_encoder_optimum_normal.c,helper1-1,"set(['88', '89', '73', '79', '70', '80', '86', '87', '84', '85'])","set(['80', '73', '79', '70'])","set(['88', '89', '86', '87', '84', '85'])",set([]),subset
lzma_encoder_optimum_normal.c,helper1-0,"set(['88', '86', '87', '85'])","set(['88', '86', '87', '85'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper1-7,"set(['9', '88'])",set(['9']),set(['88']),set([]),subset
lzma_encoder_optimum_normal.c,helper1-6,"set(['9', '88', '89', '15', '23'])",set(['15']),"set(['9', '88', '89', '23'])",set([]),subset
lzma_encoder_optimum_normal.c,helper1-5,"set(['44', '88', '89', '86', '87', '85'])",set(['44']),"set(['88', '89', '86', '87', '85'])",set([]),subset
lzma_encoder_optimum_normal.c,helper1-4,"set(['49', '88', '89', '73', '86', '87', '84', '85'])","set(['89', '73', '84', '49'])","set(['88', '86', '87', '85'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-0,set(['190']),set(['190']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-1,"set(['153', '190', '183', '184', '178', '189'])",{},"set(['153', '190', '183', '184', '178', '189'])",set([]),subset
lzma_encoder_optimum_normal.c,helper1-9,"set(['9', '88', '89', '22', '23'])","set(['9', '89', '22', '23'])",set(['88']),set([]),subset
lzma_encoder_optimum_normal.c,helper1-8,set(['3']),set(['3']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-4,"set(['147', '153', '189', '173', '190', '183', '131', '137', '136', '184', '178', '91', '93', '92', '86', '105'])","set(['147', '153', '189', '173', '190', '183', '131', '137', '136', '184', '178', '91', '93', '92', '86', '105'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-5,"set(['153', '190', '183', '184', '178', '189'])","set(['183', '184', '178'])","set(['153', '189', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-6,"set(['153', '189', '190'])",set(['153']),"set(['189', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-7,"set(['150', '153', '190', '183', '184', '189'])","set(['150', '153', '184', '183'])","set(['189', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-2,"set(['153', '190', '183', '184', '178', '189'])",{},"set(['153', '190', '183', '184', '178', '189'])",set([]),subset
lzma_encoder_optimum_normal.c,fill_distances_prices-5,"set(['1', '4'])",set(['4']),set(['1']),set([]),subset
lzma_encoder_optimum_normal.c,get_pos_slot-0,set(['5']),set(['5']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,rc_bittree_reverse_price-1,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,rc_bittree_reverse_price-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,rc_bittree_reverse_price-3,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,rc_bittree_reverse_price-2,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,get_pos_len_price-0,set(['6']),set(['6']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-18,"set(['93', '137', '118', '190'])",set(['118']),"set(['93', '137', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-19,"set(['99', '93', '137', '108', '190'])","set(['99', '108'])","set(['93', '137', '190'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-3,"set(['153', '190', '183', '184', '189', '160'])",set(['160']),"set(['183', '153', '189', '190', '184'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-12,"set(['33', '15', '50'])","set(['33', '15', '50'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-13,"set(['25', '15', '33', '32', '50', '5', '7'])","set(['25', '15', '33', '32', '50', '5', '7'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-10,"set(['145', '142', '190'])","set(['145', '142', '190'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-11,"set(['145', '190'])","set(['145', '190'])",set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-16,"set(['44', '50', '49'])",set(['44']),"set(['50', '49'])",set([]),subset
lzma_encoder_optimum_normal.c,helper2-17,set(['51']),set(['51']),set([]),set([]),subset
lzma_encoder_optimum_normal.c,helper2-14,"set(['33', '50'])",set(['33']),set(['50']),set([]),subset
lzma_encoder_optimum_normal.c,helper2-15,"set(['39', '50', '35', '49'])","set(['39', '35'])","set(['50', '49'])",set([]),subset
tuklib_mbstr_fw.c,tuklib_mbstr_fw-0,set(['7']),set(['7']),set([]),set([]),subset
tuklib_mbstr_fw.c,tuklib_mbstr_fw-1,set(['7']),set(['7']),set([]),set([]),subset
arm.c,arm_code-2,set(['1']),set(['1']),set([]),set([]),subset
arm.c,arm_code-1,"set(['1', '7'])",{},"set(['1', '7'])",set([]),subset
arm.c,arm_code-0,"set(['1', '7', '6'])",set(['6']),"set(['1', '7'])",set([]),subset
filter_buffer_decoder.c,lzma_raw_buffer_decode-2,"set(['11', '30', '29'])","set(['11', '29'])",set(['30']),set([]),subset
filter_buffer_decoder.c,lzma_raw_buffer_decode-0,"set(['11', '30', '29'])","set(['30', '29'])",set(['11']),set([]),subset
filter_buffer_decoder.c,lzma_raw_buffer_decode-1,"set(['24', '25', '26', '27', '30', '28', '29'])","set(['24', '25', '26', '27', '28'])","set(['30', '29'])",set([]),subset
stream_flags_encoder.c,lzma_stream_footer_encode-0,set(['7']),set(['7']),set([]),set([]),subset
stream_flags_encoder.c,lzma_stream_header_encode-0,set(['5']),set(['5']),set([]),set([]),subset
stream_flags_encoder.c,stream_flags_encode-0,set(['3']),set(['3']),set([]),set([]),subset
simple_decoder.c,lzma_simple_props_decode-0,"set(['11', '10'])","set(['11', '10'])",set([]),set([]),subset
simple_decoder.c,lzma_simple_props_decode-1,"set(['11', '10'])",set(['10']),set(['11']),set([]),subset
armthumb.c,armthumb_code-2,"set(['1', '8'])","set(['1', '8'])",set([]),set([]),subset
armthumb.c,armthumb_code-0,"set(['1', '8', '7'])",set(['7']),"set(['1', '8'])",set([]),subset
armthumb.c,armthumb_code-1,"set(['1', '8'])",{},"set(['1', '8'])",set([]),subset
delta_encoder.c,delta_encode-0,set(['8']),set(['8']),set([]),set([]),subset
delta_encoder.c,lzma_delta_props_encode-0,set(['3']),set(['3']),set([]),set([]),subset
delta_encoder.c,copy_and_encode-0,set(['1']),set(['1']),set([]),set([]),subset
delta_encoder.c,encode_in_place-0,set(['1']),set(['1']),set([]),set([]),subset
ia64.c,ia64_code-4,"set(['1', '8', '3', '24'])",set(['8']),"set(['1', '24', '3'])",set([]),subset
ia64.c,ia64_code-5,set(['1']),set(['1']),set([]),set([]),subset
ia64.c,ia64_code-6,"set(['1', '8', '3', '24', '23'])","set(['8', '23'])","set(['1', '24', '3'])",set([]),subset
ia64.c,ia64_code-7,"set(['1', '24', '3', '23'])","set(['24', '3', '23'])",set(['1']),set([]),subset
ia64.c,ia64_code-0,"set(['1', '18', '3', '24', '23'])",set(['18']),"set(['1', '24', '3', '23'])",set([]),subset
ia64.c,ia64_code-1,"set(['1', '24', '3', '17', '23'])",set(['17']),"set(['1', '24', '3', '23'])",set([]),subset
ia64.c,ia64_code-2,"set(['1', '24', '3', '23'])",{},"set(['1', '24', '3', '23'])",set([]),subset
ia64.c,ia64_code-3,"set(['1', '24', '3', '23'])",set(['23']),"set(['1', '24', '3'])",set([]),subset
ia64.c,ia64_code-8,"set(['1', '3'])",set(['3']),set(['1']),set([]),subset
ia64.c,ia64_code-9,"set(['1', '3'])",set(['3']),set(['1']),set([]),subset
alone_encoder.c,alone_encode-1,set(['10']),set(['10']),set([]),set([]),subset
alone_encoder.c,alone_encode-0,set(['10']),set(['10']),set([]),set([]),subset
alone_encoder.c,alone_encoder_init-0,set(['15']),set(['15']),set([]),set([]),subset
alone_encoder.c,alone_encoder_init-1,"set(['15', '14'])",set(['14']),set(['15']),set([]),subset
alone_encoder.c,lzma_alone_encoder-0,"set(['10', '13', '5', '14'])","set(['10', '13', '14'])",set(['5']),set([]),subset
alone_encoder.c,lzma_alone_encoder-1,"set(['10', '13', '5', '14'])","set(['10', '13', '5', '14'])",set([]),set([]),subset
lzma_encoder.c,length-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
lzma_encoder.c,lzma_encode-1,set(['3']),set(['3']),set([]),set([]),subset
lzma_encoder.c,get_pos_slot-0,set(['5']),set(['5']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_props_encode-0,set(['3']),set(['3']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_props_encode-1,set(['3']),set(['3']),set([]),set([]),subset
lzma_encoder.c,literal_matched-2,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,rc_bittree_reverse-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,rc_shift_low-0,set(['9']),set(['9']),set([]),set([]),subset
lzma_encoder.c,literal_matched-1,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_lclppb_encode-0,set(['3']),set(['3']),set([]),set([]),subset
lzma_encoder.c,rc_bittree_price-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,rc_bittree_price-1,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_memusage-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_memusage-1,"set(['5', '6'])",set(['5']),set(['6']),set([]),subset
lzma_encoder.c,rc_flush-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,rc_bittree-1,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,rc_encode-0,set(['20']),set(['20']),set([]),set([]),subset
lzma_encoder.c,lzma_encode-0,set(['3']),set(['3']),set([]),set([]),subset
lzma_encoder.c,rc_bittree_reverse-1,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encode-1,"set(['4', '29'])",set(['4']),set(['29']),set([]),subset
lzma_encoder.c,lzma_lzma_encode-0,"set(['28', '29'])","set(['28', '29'])",set([]),set([]),subset
lzma_encoder.c,literal_init-1,set(['1']),{},set(['1']),set([]),subset
lzma_encoder.c,literal_init-0,"set(['1', '4'])",set(['4']),set(['1']),set([]),subset
lzma_encoder.c,literal_matched-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,length_update_prices-0,"set(['1', '13', '7'])","set(['1', '13', '7'])",set([]),set([]),subset
lzma_encoder.c,rc_bittree_reverse-2,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,rc_direct-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-0,set(['38']),set(['38']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-1,"set(['33', '38'])",set(['33']),set(['38']),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-2,"set(['26', '38', '23'])",set(['26']),"set(['38', '23'])",set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-3,"set(['38', '23'])",set(['23']),set(['38']),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-4,"set(['8', '38', '23'])","set(['8', '38', '23'])",set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-5,"set(['3', '38'])",set(['3']),set(['38']),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-6,"set(['8', '38'])",set(['8']),set(['38']),set([]),subset
lzma_encoder.c,literal_init-2,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-8,"set(['18', '38'])",set(['18']),set(['38']),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_reset-7,"set(['11', '8', '38'])",set(['11']),"set(['8', '38'])",set([]),subset
lzma_encoder.c,encode_init-1,set(['6']),set(['6']),set([]),set([]),subset
lzma_encoder.c,encode_init-0,set(['6']),set(['6']),set([]),set([]),subset
lzma_encoder.c,rc_bittree-0,set(['1']),set(['1']),set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encode-2,"set(['28', '29'])","set(['28', '29'])",set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_create-0,"set(['15', '14'])","set(['15', '14'])",set([]),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_create-1,"set(['15', '14'])",set(['14']),set(['15']),set([]),subset
lzma_encoder.c,lzma_lzma_encoder_create-2,"set(['11', '15', '14', '7'])",set(['7']),"set(['11', '15', '14'])",set([]),subset
lzma_encoder.c,length_encoder_reset-4,"set(['1', '27'])",set(['27']),set(['1']),set([]),subset
lzma_encoder.c,length_encoder_reset-5,"set(['1', '4'])",set(['4']),set(['1']),set([]),subset
lzma_encoder.c,length_encoder_reset-0,"set(['27', '22'])",set(['22']),set(['27']),set([]),subset
lzma_encoder.c,length_encoder_reset-1,set(['16']),set(['16']),set([]),set([]),subset
lzma_encoder.c,length_encoder_reset-2,"set(['1', '9'])",set(['9']),set(['1']),set([]),subset
lzma_encoder.c,length_encoder_reset-3,set(['1']),set(['1']),set([]),set([]),subset
index_encoder.c,index_encode-0,set(['31']),set(['31']),set([]),set([]),subset
index_encoder.c,index_encode-1,"set(['17', '31', '30', '28', '1', '7'])","set(['31', '30', '28', '17', '7'])",set(['1']),set([]),subset
index_encoder.c,index_encode-2,"set(['17', '31', '30', '28', '1', '7'])","set(['17', '31', '30', '28', '1', '7'])",set([]),set([]),subset
index_encoder.c,lzma_index_encoder-1,"set(['10', '13', '5', '14'])","set(['10', '13', '5', '14'])",set([]),set([]),subset
index_encoder.c,lzma_index_encoder-0,"set(['10', '13', '5', '14'])","set(['10', '13', '14'])",set(['5']),set([]),subset
index_encoder.c,lzma_index_buffer_encode-1,"set(['11', '10'])",set(['10']),set(['11']),set([]),subset
index_encoder.c,lzma_index_buffer_encode-0,set(['11']),set(['11']),set([]),set([]),subset
index_encoder.c,lzma_index_encoder_init-0,set(['11']),set(['11']),set([]),set([]),subset
simple_encoder.c,lzma_simple_props_encode-0,set(['4']),set(['4']),set([]),set([]),subset
simple_encoder.c,lzma_simple_props_encode-1,set(['4']),set(['4']),set([]),set([]),subset
auto_decoder.c,auto_decoder_memconfig-0,set(['3']),set(['3']),set([]),set([]),subset
auto_decoder.c,auto_decoder_init-0,set(['13']),set(['13']),set([]),set([]),subset
auto_decoder.c,lzma_auto_decoder-1,"set(['10', '13', '5', '14'])","set(['10', '13', '5', '14'])",set([]),set([]),subset
auto_decoder.c,lzma_auto_decoder-0,"set(['10', '13', '5', '14'])","set(['10', '13', '14'])",set(['5']),set([]),subset
auto_decoder.c,auto_decode-0,"set(['24', '25', '16', '31', '29', '35', '8'])","set(['24', '29', '35'])","set(['25', '31', '8', '16'])",set([]),subset
auto_decoder.c,auto_decode-1,"set(['24', '25', '16', '31', '29', '35', '8'])","set(['24', '8', '29', '35', '16'])","set(['25', '31'])",set([]),subset
easy_decoder_memusage.c,lzma_easy_decoder_memusage-0,set(['3']),set(['3']),set([]),set([]),subset
easy_decoder_memusage.c,lzma_easy_decoder_memusage-1,set(['3']),set(['3']),set([]),set([]),subset
stream_buffer_encoder.c,lzma_stream_buffer_encode-1,"set(['39', '27', '33', '37', '29', '40', '38'])","set(['27', '29'])","set(['33', '39', '38', '37', '40'])",set([]),subset
stream_buffer_encoder.c,lzma_stream_buffer_encode-0,"set(['39', '38', '23', '19', '32', '37', '40', '33'])","set(['39', '38', '33', '32', '37', '40'])","set(['19', '23'])",set([]),subset
stream_buffer_encoder.c,lzma_stream_buffer_encode-3,"set(['39', '40'])","set(['39', '40'])",set([]),set([]),subset
stream_buffer_encoder.c,lzma_stream_buffer_encode-2,"set(['39', '38', '23', '19', '32', '37', '40', '33'])","set(['39', '38', '19', '32', '37', '33'])","set(['40', '23'])",set([]),subset
stream_buffer_encoder.c,lzma_stream_buffer_bound-0,set(['5']),set(['5']),set([]),set([]),subset
stream_buffer_encoder.c,lzma_stream_buffer_bound-1,set(['5']),set(['5']),set([]),set([]),subset
block_header_encoder.c,lzma_block_header_size-1,"set(['19', '37', '36'])",set(['19']),"set(['37', '36'])",set([]),subset
block_header_encoder.c,lzma_block_header_size-0,"set(['13', '27', '15', '19', '37', '36', '34', '7', '9'])","set(['13', '27', '15', '19', '37', '36', '34'])","set(['9', '7'])",set([]),subset
block_header_encoder.c,lzma_block_header_size-3,"set(['13', '27', '15', '19', '31', '37', '36', '34', '7', '9'])","set(['13', '27', '15', '19', '31', '36', '34', '7'])","set(['9', '37'])",set([]),subset
block_header_encoder.c,lzma_block_header_size-2,"set(['13', '15', '19', '31', '37', '36', '34', '7', '9'])","set(['13', '15', '19', '31', '36', '34', '7', '9'])",set(['37']),set([]),subset
block_header_encoder.c,lzma_block_header_encode-2,"set(['13', '38', '39', '22', '18', '26', '40', '32', '9'])","set(['26', '38', '22', '18', '39', '32', '9'])","set(['13', '40'])",set([]),subset
block_header_encoder.c,lzma_block_header_encode-0,"set(['13', '38', '39', '22', '18', '26', '40', '32', '9'])","set(['26', '38', '22', '18', '39', '40', '32'])","set(['9', '13'])",set([]),subset
block_header_encoder.c,lzma_block_header_encode-1,"set(['26', '38', '39', '40'])","set(['26', '38'])","set(['39', '40'])",set([]),subset
filter_flags_decoder.c,lzma_filter_flags_decode-1,"set(['19', '18', '12', '4'])","set(['19', '18', '12', '4'])",set([]),set([]),subset
filter_flags_decoder.c,lzma_filter_flags_decode-0,"set(['19', '18', '12', '4'])","set(['19', '18', '12'])",set(['4']),set([]),subset
easy_buffer_encoder.c,lzma_easy_buffer_encode-1,set(['3']),set(['3']),set([]),set([]),subset
easy_buffer_encoder.c,lzma_easy_buffer_encode-0,set(['3']),set(['3']),set([]),set([]),subset
check.c,lzma_check_is_supported-0,set(['3']),set(['3']),set([]),set([]),subset
check.c,lzma_check_size-0,set(['3']),set(['3']),set([]),set([]),subset
crc64_fast.c,lzma_crc64-2,"set(['9', '8', '2', '5'])","set(['9', '8', '2', '5'])",set([]),set([]),subset
crc64_fast.c,lzma_crc64-0,"set(['9', '8', '2', '5'])","set(['9', '8', '2', '5'])",set([]),set([]),subset
crc64_fast.c,lzma_crc64-1,"set(['9', '8', '2'])","set(['9', '8', '2'])",set([]),set([]),subset
block_buffer_encoder.c,block_encode_uncompressed-1,"set(['13', '7'])",set(['7']),set(['13']),set([]),subset
block_buffer_encoder.c,block_encode_uncompressed-0,set(['13']),set(['13']),set([]),set([]),subset
block_buffer_encoder.c,block_encode_uncompressed-3,set(['13']),set(['13']),set([]),set([]),subset
block_buffer_encoder.c,block_encode_uncompressed-2,"set(['13', '7'])",set(['7']),set(['13']),set([]),subset
block_buffer_encoder.c,lzma_block_buffer_bound-0,set(['3']),set(['3']),set([]),set([]),subset
block_buffer_encoder.c,lzma_block_buffer_bound-1,set(['3']),set(['3']),set([]),set([]),subset
block_buffer_encoder.c,lzma_block_buffer_bound-2,set(['3']),set(['3']),set([]),set([]),subset
block_buffer_encoder.c,lzma2_bound-1,"set(['5', '6'])",set(['5']),set(['6']),set([]),subset
